Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,PerformanceRating,TotalWorkingYears,MonthlyIncome
no,unknown,482.0,4,4,life_sciences,"1350,0",3,female,87.0,3,2,research_scientist,3,single,2690,1,unknown,11,2,0,3,3.0,9,1,1,1988,false,3.0,8.072315987594793,4249.0
no,travel_rarely,1083.0,29,1,life_sciences,"1514,0",3,female,96.0,1,2,manufacturing_director,2,married,3173,1,unknown,14,2,2,2,2.0,8,1,7,1995,yes,3.150331646451756,8.0,6549.0
no,unknown,136.0,28,3,life_sciences,"1523,0",4,female,32.0,3,4,research_director,1,married,22074,3,no,13,3,1,1,4.0,20,14,17,1979,yes,3.0,11.557873824923,2849.8
no,unknown,333.0,22,5,unknown,"1539,0",3,female,88.0,1,4,research_director,4,unknown,24450,1,unknown,13,4,0,2,3.0,32,13,9,1973,no,3.0,24.372669040763647,14411.0
no,travel_rarely,685.0,23,5,marketing,unknown,3,female,60.0,2,5,manager,4,unknown,23037,1,no,21,3,1,3,3.0,36,2,13,1968,yes,4.0,36.0,19586.0
no,unknown,1462.0,6,3,unknown,"1588,0",4,female,38.0,4,3,sales_executive,3,married,4658,2,no,11,1,1,3,3.0,7,7,6,1984,true,3.0,11.0,8237.0
no,unknown,722.0,13,4,unknown,"1617,0",13,male,84.0,3,1,laboratory_technician,1,unknown,22102,1,unknown,14,4,1,3,2.0,9,1,4,1974,true,3.0,10.0,3211.0
no,unknown,798.0,28,2,technical_degree,"1719,0",4,male,48.0,2,4,research_director,2,single,17119,1,unknown,11,3,0,2,3.0,21,8,6,1978,false,3.134307723878292,21.0,16704.0
no,unknown,1277.0,2,3,unknown,unknown,3,female,74.0,3,3,sales_executive,4,unknown,5596,4,unknown,12,2,1,5,2.0,10,0,3,1977,false,3.0,11.557873824923,2849.8
no,unknown,1131.0,15,3,unknown,"1870,0",4,male,77.0,2,1,research_scientist,1,married,23844,0,no,19,4,1,2,3.0,7,7,3,1996,no,3.0,8.914442080186177,4774.0
no,travel_rarely,300.0,2,3,unknown,"2031,0",1,female,56.0,3,5,manager,3,married,17312,5,unknown,11,1,0,2,2.0,22,4,14,1981,yes,3.0,24.0,4334.0
no,unknown,1023.0,2,3,unknown,"2065,0",4,female,63.0,2,2,sales_executive,2,married,13243,2,unknown,14,4,0,3,2.0,9,0,8,1974,true,3.0,17.0,4334.0
no,travel_rarely,153.0,15,2,life_sciences,"15,0",4,male,49.0,2,2,laboratory_technician,3,single,12682,0,yes,12,4,0,3,3.0,9,0,8,1994,true,3.0,10.0,3475.6
no,non_travel,1065.0,12,4,marketing,"60,0",12,female,72.0,3,2,sales_executive,3,unknown,10034,0,no,20,3,0,2,3.0,9,8,7,1989,false,4.0,8.584009377417592,4568.0
no,unknown,1115.0,1,4,unknown,unknown,1,female,51.0,2,2,manufacturing_director,3,divorced,2689,1,no,18,3,1,2,3.0,7,0,7,1986,false,3.0,10.869778664698362,5993.0
no,unknown,1195.0,11,3,unknown,"85,0",2,female,95.0,2,2,manufacturing_director,2,single,22656,1,no,13,3,0,3,3.0,6,0,3,1987,true,3.0,6.0,6499.0
no,unknown,1316.0,29,3,unknown,unknown,3,female,83.0,3,1,research_scientist,4,single,9752,5,unknown,13,2,0,2,2.0,6,0,3,1978,yes,3.0,9.0,3452.0
no,travel_rarely,665.0,15,3,unknown,"346,0",3,female,60.0,3,1,research_scientist,4,unknown,22673,1,no,19,1,0,1,3.0,6,1,5,1994,false,3.0,6.0,5044.8
no,unknown,1479.0,1,3,unknown,"384,0",3,male,84.0,3,2,manufacturing_director,2,unknown,26767,1,no,20,1,1,6,1.0,6,1,4,1997,false,4.0,6.0,6397.0
no,unknown,304.0,9,4,life_sciences,"498,0",2,female,92.0,3,2,sales_executive,4,single,20750,1,no,16,4,0,1,3.0,7,0,7,1995,yes,3.0,11.557873824923,2849.8
no,travel_frequently,1368.0,30,4,technical_degree,"551,0",4,male,66.0,2,2,healthcare_representative,4,married,4386,0,no,11,4,3,4,4.0,6,0,4,1981,yes,3.0,7.0,4825.8
no,travel_rarely,828.0,2,1,life_sciences,"604,0",2,female,77.0,3,2,sales_executive,4,unknown,8346,4,yes,13,3,0,2,4.0,6,0,5,1992,true,3.0,10.0,3475.6
no,travel_rarely,799.0,47,3,unknown,unknown,47,male,59.0,3,3,manufacturing_director,4,single,23848,4,unknown,17,4,0,3,4.0,6,1,2,1986,yes,3.0,11.557873824923,2849.8
no,non_travel,142.0,9,4,unknown,"626,0",1,female,69.0,3,3,sales_executive,2,divorced,24666,1,no,13,4,1,6,3.0,9,7,7,1986,no,3.0,9.0,4315.2
no,travel_rarely,446.0,1,4,life_sciences,unknown,2,male,65.0,3,2,manufacturing_director,2,married,15701,6,unknown,12,2,1,2,2.0,6,4,3,1986,no,3.0,8.0,4687.8
no,travel_rarely,691.0,23,3,medical,unknown,2,female,89.0,4,1,research_scientist,4,unknown,21630,1,unknown,11,2,2,3,3.0,6,1,4,1999,yes,3.0,5.627744244529517,2725.0
no,unknown,1246.0,3,3,unknown,"644,0",1,female,99.0,3,5,manager,2,married,7999,1,no,11,3,1,2,3.0,32,10,7,1973,false,3.0,11.557873824923,2849.8
no,unknown,254.0,1,2,life_sciences,"649,0",2,female,83.0,2,1,research_scientist,4,unknown,22794,1,yes,13,4,1,3,3.0,6,1,3,1989,true,3.0,6.0,3622.0
no,travel_frequently,1410.0,3,1,medical,"714,0",4,male,71.0,4,2,sales_executive,4,unknown,16673,1,unknown,20,2,2,3,3.0,6,0,4,1996,no,3.150819495668517,11.52212657468347,6477.686121919585
no,unknown,883.0,42,1,unknown,"781,0",42,male,32.0,3,2,sales_executive,4,single,22807,1,no,23,2,0,5,2.0,6,1,4,1998,false,4.0,6.0,6180.0
no,unknown,304.0,25,3,other,unknown,4,female,60.0,3,2,sales_executive,4,single,18686,1,no,22,3,0,5,3.0,6,1,4,1989,yes,4.0,6.0,6274.0
no,unknown,121.0,2,4,unknown,"804,0",3,male,86.0,2,1,research_scientist,1,unknown,7530,1,unknown,11,3,0,3,3.0,6,1,3,1989,yes,3.1538052853975453,6.0,4381.0
no,unknown,950.0,7,3,other,unknown,3,female,59.0,3,3,manufacturing_director,3,single,18869,3,no,21,2,0,3,4.0,8,1,6,1988,false,4.0,17.0,4401.6
no,unknown,1343.0,16,1,medical,"856,0",16,male,53.0,2,1,research_scientist,1,unknown,17852,1,unknown,11,4,0,3,2.0,6,1,1,1988,no,3.0,6.0,2559.0
no,unknown,827.0,1,4,unknown,"998,0",3,male,84.0,4,2,healthcare_representative,2,married,20161,1,yes,13,1,1,2,3.0,6,1,2,1990,true,3.0,10.05973356611046,5488.0
no,unknown,1107.0,28,4,life_sciences,"1120,0",3,male,93.0,3,1,research_scientist,4,divorced,26968,4,no,22,1,1,1,3.0,7,1,7,1994,no,4.0,11.0,2514.0
no,travel_frequently,490.0,10,3,unknown,"1143,0",4,male,61.0,3,1,research_scientist,2,divorced,17940,0,no,14,4,2,2,2.0,7,1,1,1994,yes,3.0,8.0,4687.8
no,unknown,1400.0,9,1,life_sciences,unknown,2,male,70.0,3,2,sales_executive,3,married,5829,1,unknown,20,1,0,3,2.0,6,1,3,1989,no,4.0,11.32083555609988,4318.6
no,travel_rarely,1179.0,19,4,medical,unknown,4,female,78.0,2,1,laboratory_technician,1,married,12449,1,unknown,12,3,3,2,3.0,6,3,3,1995,no,3.0,6.0,3196.0
no,unknown,1117.0,2,1,life_sciences,unknown,1,male,72.0,4,1,research_scientist,4,married,19982,1,unknown,13,4,1,5,3.0,10,7,7,1979,no,3.0,10.0,3475.6
no,travel_rarely,1332.0,11,2,unknown,"1251,0",3,female,80.0,3,2,healthcare_representative,1,married,17089,1,yes,12,4,0,2,2.0,6,0,1,1992,false,3.1550759597271467,6.0,4140.2
no,unknown,583.0,4,2,life_sciences,unknown,3,female,53.0,3,1,research_scientist,4,unknown,9973,1,yes,20,2,0,2,2.0,8,2,2,1997,no,4.0,11.32083555609988,4318.6
no,travel_rarely,465.0,1,3,unknown,"1438,0",1,female,74.0,3,1,research_scientist,4,unknown,10205,7,no,12,3,1,2,2.0,6,1,2,1976,true,3.0,17.0,3420.0
no,unknown,1413.0,5,2,unknown,unknown,3,female,84.0,4,1,laboratory_technician,3,single,25470,0,no,14,1,0,2,1.0,6,1,3,1986,no,3.0,7.0,4825.8
no,unknown,1200.0,1,4,unknown,"1574,0",4,female,66.0,3,2,research_scientist,1,married,25174,4,unknown,14,2,1,3,2.0,6,1,2,1991,true,3.0,9.0,4087.0
no,unknown,977.0,2,3,medical,"1671,0",4,female,45.0,3,2,research_scientist,2,divorced,25518,0,no,13,3,2,4,2.0,9,1,6,1991,yes,3.0,10.0,3475.6
no,non_travel,530.0,16,3,life_sciences,unknown,3,male,36.0,3,2,sales_executive,4,unknown,16130,1,yes,25,3,1,2,3.0,6,1,2,1990,no,4.0,7.0,5368.0
yes,unknown,1093.0,9,3,unknown,unknown,3,female,82.0,1,4,sales_executive,3,married,24164,7,no,11,3,0,3,1.0,23,14,10,1976,yes,3.1408528352610423,25.0,12936.0
yes,unknown,1102.0,1,2,unknown,unknown,2,male,94.0,3,2,sales_executive,4,unknown,19479,8,yes,11,1,0,0,1.0,6,0,5,1982,no,3.0,8.0,4687.8
no,travel_rarely,809.0,16,3,medical,unknown,1,female,84.0,4,1,laboratory_technician,2,married,16479,0,unknown,13,3,1,5,3.0,5,0,3,1988,no,3.0,6.0,5044.8
no,travel_rarely,1328.0,2,3,life_sciences,"94,0",3,female,76.0,3,1,research_scientist,2,married,4956,0,no,23,4,1,3,3.0,5,0,4,1994,false,4.0,11.32083555609988,4318.6
no,travel_rarely,548.0,1,3,life_sciences,unknown,2,female,66.0,3,2,research_scientist,2,unknown,7346,1,no,17,2,2,3,3.0,10,0,9,1991,yes,3.0,10.0,3475.6
no,travel_rarely,1214.0,1,3,medical,unknown,2,female,30.0,2,1,research_scientist,3,single,26278,1,no,18,1,0,3,3.0,6,0,4,1988,false,3.0,6.0,5044.8
no,unknown,798.0,13,3,unknown,"112,0",4,female,66.0,1,3,manufacturing_director,4,unknown,21698,4,no,11,1,0,3,2.0,6,0,2,1967,yes,3.0,37.0,4061.2
no,unknown,120.0,4,3,medical,"129,0",2,female,43.0,3,2,sales_executive,3,unknown,8863,1,unknown,15,2,0,3,4.0,5,0,4,1995,yes,3.0,5.0,4221.0
yes,travel_rarely,240.0,5,3,unknown,"142,0",3,female,46.0,2,2,sales_executive,3,single,26959,1,yes,11,4,0,1,3.0,6,0,3,1998,yes,3.0,11.557873824923,2849.8
yes,unknown,441.0,14,4,life_sciences,"161,0",2,male,72.0,3,1,research_scientist,2,unknown,4510,9,unknown,18,1,3,2,3.0,5,4,3,1967,yes,3.0,7.0,4963.0
no,unknown,841.0,6,3,unknown,"164,0",3,male,46.0,2,1,research_scientist,2,married,23300,1,unknown,19,3,0,3,2.0,5,4,3,1997,false,3.0,5.0,4848.0
yes,unknown,1033.0,9,3,medical,"190,0",1,male,41.0,3,1,laboratory_technician,1,unknown,10224,7,no,22,1,0,2,4.0,5,0,4,1991,false,4.0,7.9937190877535365,4200.0
no,travel_rarely,798.0,18,3,life_sciences,"194,0",1,male,75.0,3,1,research_scientist,3,single,23910,1,no,14,3,0,4,2.0,5,0,4,1993,true,3.0,11.557873824923,2849.8
no,travel_rarely,1452.0,11,3,unknown,"226,0",3,male,53.0,3,5,manager,2,unknown,17053,3,unknown,15,2,0,5,3.0,5,4,4,1973,no,3.0,11.557873824923,2849.8
no,unknown,120.0,6,5,life_sciences,"231,0",3,female,43.0,3,1,research_scientist,3,unknown,12430,3,no,20,1,0,2,3.0,5,1,4,1991,false,4.0,8.0,4005.8
no,travel_rarely,1268.0,4,2,unknown,"240,0",3,male,30.0,3,2,sales_executive,1,unknown,6319,4,unknown,11,1,1,3,4.0,5,0,3,1978,no,3.0,9.0,5006.0
no,unknown,798.0,7,3,unknown,"262,0",4,female,37.0,4,1,research_scientist,4,divorced,5228,4,no,14,4,3,3,4.0,5,2,2,1980,true,3.0,7.0,4825.8
yes,unknown,121.0,27,3,marketing,"283,0",2,male,35.0,3,3,sales_executive,4,married,24525,1,unknown,22,4,3,3,2.0,10,1,9,1994,yes,4.0,10.0,7639.0
no,non_travel,798.0,1,4,medical,"308,0",3,female,90.0,1,2,manufacturing_director,3,unknown,4381,0,unknown,12,4,1,2,3.0,5,1,4,1992,yes,3.0,6.0,5044.8
yes,unknown,813.0,14,3,unknown,"325,0",3,female,58.0,3,1,laboratory_technician,4,married,22149,5,yes,13,3,1,2,1.0,5,0,4,1990,false,3.0,8.0,4687.8
yes,unknown,307.0,29,2,unknown,"355,0",3,female,71.0,2,1,laboratory_technician,2,unknown,11652,0,no,11,2,0,2,4.0,5,1,4,1992,yes,3.0,11.557873824923,2849.8
no,unknown,228.0,6,4,unknown,"378,0",3,female,66.0,3,2,sales_executive,4,unknown,22825,4,no,14,2,1,5,4.0,5,0,1,1986,yes,3.0,11.686239962086962,6502.0
no,unknown,797.0,4,1,unknown,unknown,1,female,96.0,3,5,research_director,2,divorced,15815,3,no,14,1,2,4,2.0,10,1,6,1973,false,3.0,28.0,4334.0
no,travel_frequently,555.0,26,3,unknown,unknown,3,male,77.0,3,4,sales_executive,2,married,14864,5,unknown,14,4,1,2,3.0,20,4,8,1981,true,3.0,22.951481006409423,13525.0
no,unknown,1377.0,2,3,unknown,unknown,4,female,74.0,3,2,sales_executive,3,unknown,5242,1,yes,11,1,0,3,3.0,5,0,4,1996,yes,3.0,5.0,4848.0
no,non_travel,210.0,1,1,marketing,"449,0",3,female,73.0,3,2,sales_executive,2,unknown,22107,0,yes,13,4,1,0,3.0,5,1,4,1996,yes,3.0,11.44082035796033,6349.0
no,travel_rarely,483.0,6,3,unknown,"466,0",4,female,66.0,2,2,manufacturing_director,2,single,10110,6,yes,15,4,0,3,3.0,5,1,2,1982,yes,3.0,11.557873824923,2849.8
no,travel_rarely,921.0,10,3,medical,"486,0",3,male,98.0,3,1,laboratory_technician,1,unknown,17663,6,no,20,2,1,3,3.0,5,0,3,1986,true,4.0,11.32083555609988,4318.6
yes,unknown,575.0,22,2,unknown,"492,0",22,female,68.0,2,2,sales_executive,3,unknown,6110,2,yes,12,1,2,6,3.0,6,1,0,1983,yes,3.0,8.0,6380.0
no,unknown,1311.0,2,3,unknown,"505,0",3,male,97.0,3,4,manager,4,single,23258,2,yes,13,3,0,2,3.0,5,1,2,1968,false,3.0,11.557873824923,2849.8
yes,travel_frequently,575.0,3,1,unknown,"510,0",3,female,73.0,3,1,research_scientist,1,unknown,6582,0,unknown,22,3,0,2,3.0,6,0,4,1997,yes,4.0,6.232472516962412,3102.0
no,travel_rarely,759.0,2,2,marketing,unknown,4,male,46.0,3,2,sales_executive,2,divorced,22553,7,unknown,12,3,2,5,3.0,5,1,3,1983,yes,3.0,11.557873824923,2849.8
no,unknown,891.0,4,2,unknown,"527,0",2,male,99.0,2,2,sales_executive,4,single,12090,1,yes,11,2,0,3,3.0,5,1,3,1998,false,3.0,5.0,4848.0
no,unknown,1082.0,12,3,unknown,unknown,2,male,83.0,3,2,sales_executive,3,single,19558,0,no,11,2,0,6,3.0,5,4,4,1993,true,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,319.0,32,3,unknown,unknown,4,female,66.0,2,3,manufacturing_director,3,married,19609,2,unknown,14,3,0,4,3.0,5,0,4,1971,no,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_frequently,532.0,12,2,unknown,"547,0",1,male,92.0,3,2,research_scientist,3,unknown,12932,2,no,11,2,1,3,3.0,5,0,2,1981,no,3.0,19.0,4556.0
no,travel_rarely,317.0,2,3,life_sciences,"548,0",3,male,43.0,1,2,manufacturing_director,4,unknown,24793,2,no,20,3,0,2,3.0,5,0,2,1993,yes,4.0,11.0,3562.8
no,travel_rarely,144.0,22,3,life_sciences,"577,0",4,female,46.0,1,1,laboratory_technician,3,single,19225,0,no,15,3,0,2,3.0,5,4,3,1988,no,3.0,8.041839043291485,4230.0
no,travel_rarely,688.0,7,3,unknown,unknown,3,female,44.0,2,3,manager,4,divorced,25291,9,unknown,21,3,1,3,2.0,5,0,1,1992,yes,4.0,10.0,8948.0
no,travel_rarely,195.0,1,3,unknown,unknown,1,male,80.0,3,2,sales_executive,3,single,6698,1,unknown,16,4,0,3,3.0,5,0,3,1988,yes,3.0,5.0,4859.0
no,unknown,622.0,13,1,unknown,unknown,2,female,40.0,3,1,sales_representative,3,unknown,26376,1,unknown,11,3,0,1,3.0,7,0,6,1998,yes,3.0,7.0,4825.8
no,travel_rarely,646.0,9,4,unknown,"679,0",1,male,92.0,3,2,research_scientist,4,married,18089,1,unknown,12,4,1,2,3.0,6,0,5,1991,no,3.0,6.0,6322.0
yes,unknown,719.0,27,2,life_sciences,"785,0",2,male,77.0,4,2,sales_executive,3,unknown,10339,4,yes,12,4,0,2,3.0,5,1,3,1976,false,3.0,8.0,4687.8
no,travel_frequently,1012.0,5,4,life_sciences,"861,0",2,female,66.0,2,1,research_scientist,4,divorced,2373,9,no,12,2,1,3,2.0,5,0,3,1993,true,3.0,10.0,3475.6
no,unknown,930.0,9,3,marketing,"864,0",4,female,74.0,3,3,sales_executive,1,divorced,19239,4,yes,12,3,1,2,3.0,5,0,2,1978,false,3.0,18.0,10761.0
no,travel_rarely,1278.0,8,3,life_sciences,"878,0",1,female,77.0,2,1,human_resources,1,unknown,8635,0,unknown,21,3,0,3,3.0,5,0,3,1987,yes,4.0,11.32083555609988,4318.6
no,unknown,1222.0,11,4,unknown,"895,0",4,female,48.0,3,1,research_scientist,4,unknown,14871,3,unknown,19,2,1,2,3.0,6,0,2,1992,yes,3.0,11.557873824923,2849.8
no,travel_frequently,1231.0,21,2,medical,"900,0",3,male,54.0,3,1,sales_representative,4,married,21222,5,unknown,15,2,1,3,3.0,5,0,0,1986,false,3.0,6.025548570172686,2973.0
no,travel_rarely,1383.0,2,3,life_sciences,unknown,4,male,42.0,2,2,human_resources,4,unknown,7790,8,no,11,3,2,2,3.0,5,0,4,1984,false,3.0,13.0,5204.0
no,unknown,462.0,14,2,unknown,"936,0",3,male,68.0,2,2,sales_executive,3,unknown,7824,7,unknown,17,1,0,6,3.0,5,0,3,1981,yes,3.0,11.557873824923,2849.8
no,travel_rarely,231.0,8,2,unknown,unknown,3,female,62.0,3,3,sales_executive,3,unknown,9977,5,no,11,1,1,2,4.0,8,7,7,1993,no,3.0,11.557873824923,2849.8
no,unknown,798.0,1,2,medical,"997,0",4,female,66.0,3,4,research_director,4,divorced,6615,9,no,22,3,1,1,2.0,5,1,3,1973,yes,3.1338979267496794,32.0,17399.0
no,travel_rarely,1089.0,1,2,unknown,"1048,0",2,female,66.0,3,3,manager,4,unknown,11038,3,yes,14,3,1,1,1.0,6,0,4,1964,true,3.0,14.0,4061.2
no,unknown,1082.0,2,4,life_sciences,unknown,3,male,41.0,2,3,sales_executive,3,married,8392,6,no,11,2,1,4,3.0,9,7,0,1969,yes,3.0,13.0,4334.0
no,unknown,1240.0,9,3,medical,"1071,0",1,male,63.0,3,1,research_scientist,3,married,12154,2,no,19,2,1,4,3.0,5,0,3,1967,no,3.0,18.0,4061.2
no,unknown,1262.0,1,4,unknown,"1116,0",1,female,35.0,4,4,manager,4,single,16154,2,no,22,3,0,3,2.0,5,2,1,1975,yes,3.1345049327852106,28.341088205522205,16885.0
no,unknown,439.0,9,3,life_sciences,"1132,0",3,female,70.0,3,2,laboratory_technician,2,single,8770,9,no,15,3,0,2,2.0,5,0,3,1984,no,3.0,9.0,4315.2
no,travel_rarely,528.0,8,4,technical_degree,unknown,3,female,100.0,3,1,human_resources,3,unknown,7108,1,no,17,2,0,2,1.0,5,1,4,1988,yes,3.0,6.0,4323.0
no,travel_rarely,647.0,4,4,marketing,"1171,0",2,female,45.0,3,2,sales_executive,1,single,2253,7,no,13,4,0,3,3.0,6,1,5,1981,false,3.0,9.525585015952496,5155.0
yes,unknown,1097.0,10,4,unknown,"1200,0",3,female,96.0,3,1,research_scientist,3,single,10826,1,yes,11,3,0,4,3.0,6,0,2,1979,no,3.0,6.0,2936.0
no,travel_rarely,942.0,15,1,unknown,"1202,0",2,male,69.0,1,1,research_scientist,4,married,26933,0,yes,18,1,1,2,2.0,5,1,3,1994,no,3.1550759597271467,6.0,4140.2
no,unknown,147.0,2,3,human_resources,unknown,2,female,99.0,3,1,human_resources,3,unknown,8429,1,no,13,4,1,2,3.0,5,1,4,1990,true,3.0,5.0,4848.0
no,travel_frequently,966.0,1,4,unknown,"1245,0",4,male,53.0,3,3,manufacturing_director,3,unknown,9659,7,no,17,1,1,2,1.0,5,1,4,1969,false,3.0,33.0,4334.0
no,unknown,168.0,4,2,unknown,"1280,0",4,male,33.0,2,5,manager,2,married,9946,2,unknown,14,3,1,2,3.0,11,0,8,1977,yes,3.0,31.395198628125705,18789.0
no,non_travel,798.0,9,2,medical,unknown,3,male,72.0,3,2,manufacturing_director,3,single,12858,7,yes,18,3,0,3,3.0,8,1,7,1993,true,3.15199254450349,10.0,7294.8
yes,travel_rarely,1089.0,7,2,life_sciences,"1309,0",4,female,79.0,3,2,laboratory_technician,3,unknown,22845,1,unknown,18,1,1,3,3.0,10,1,1,1991,true,3.0,9.08928349750515,4883.0
yes,unknown,299.0,25,4,unknown,unknown,4,female,57.0,2,3,sales_executive,2,single,17235,2,yes,12,3,0,2,3.0,5,1,0,1983,yes,3.0,9.0,4315.2
no,non_travel,999.0,26,1,unknown,"1374,0",1,male,92.0,2,1,research_scientist,3,divorced,15891,1,no,20,3,3,2,3.0,5,0,0,1989,yes,4.0,5.0,2029.0
no,travel_rarely,1498.0,21,4,unknown,"1390,0",1,female,44.0,2,2,sales_executive,4,married,3567,3,unknown,12,4,2,2,4.0,5,1,4,1984,false,3.0,8.0,4687.8
no,unknown,1439.0,4,1,unknown,unknown,3,female,54.0,3,1,research_scientist,3,married,5182,7,yes,15,4,0,2,3.0,6,1,3,1986,false,3.0,8.0,2996.0
no,unknown,1111.0,41,1,life_sciences,"1395,0",41,female,61.0,3,2,sales_executive,4,married,19293,6,unknown,13,1,0,2,4.0,5,1,2,1990,true,3.0,8.0,4687.8
no,non_travel,1485.0,25,2,unknown,"1397,0",3,female,71.0,3,3,healthcare_representative,3,unknown,3449,3,no,21,2,1,2,3.0,6,0,5,1984,no,4.0,13.0,5206.4
no,travel_rarely,258.0,8,4,other,"1409,0",3,male,54.0,3,1,laboratory_technician,1,married,17363,9,no,13,3,0,2,1.0,5,0,4,1971,yes,3.1504508368916615,12.0,5288.6
no,unknown,1174.0,3,4,unknown,"1425,0",1,male,99.0,3,2,sales_executive,2,single,20763,3,yes,16,4,0,3,3.0,5,0,1,1987,true,3.0,15.0,9278.0
no,unknown,172.0,47,4,life_sciences,"1435,0",47,female,66.0,2,2,laboratory_technician,4,single,22604,1,unknown,16,3,0,2,2.0,10,1,8,1987,true,3.0,10.0,3475.6
no,travel_rarely,798.0,4,1,unknown,"1445,0",4,male,42.0,3,2,sales_executive,3,married,15211,1,yes,12,3,2,3,3.0,5,0,3,1999,true,3.0,7.9327636636796495,4162.0
no,travel_rarely,401.0,1,3,life_sciences,unknown,4,male,86.0,2,1,laboratory_technician,2,unknown,3708,5,no,17,1,1,2,2.0,5,0,2,1989,no,3.0,7.0,4825.8
no,unknown,866.0,5,3,unknown,"1469,0",4,female,66.0,3,2,sales_executive,1,single,23490,0,unknown,18,4,0,4,3.0,5,1,3,1995,yes,3.0,11.557873824923,2849.8
no,travel_rarely,1099.0,4,4,medical,unknown,1,male,82.0,2,1,laboratory_technician,2,unknown,8192,8,no,11,4,0,5,3.0,5,0,2,1990,yes,3.0,8.0,4687.8
no,travel_rarely,571.0,14,3,medical,"1503,0",3,male,66.0,3,2,sales_executive,3,married,24200,3,unknown,17,3,1,4,2.0,5,1,2,1976,yes,3.0,11.557873824923,2849.8
yes,unknown,676.0,9,4,life_sciences,"1534,0",4,female,86.0,3,1,laboratory_technician,1,single,21831,3,unknown,14,2,0,3,1.0,5,1,0,1983,false,3.0,15.0,5358.2
no,travel_rarely,950.0,49,3,technical_degree,"1546,0",49,female,97.0,3,1,research_scientist,4,married,4585,4,no,20,4,1,3,3.0,5,0,3,1978,true,4.0,11.32083555609988,4318.6
no,travel_rarely,1342.0,9,2,unknown,"1548,0",1,female,47.0,3,2,sales_executive,1,unknown,19345,0,unknown,12,4,0,5,4.0,8,7,1,1983,yes,3.0,11.557873824923,2849.8
no,unknown,995.0,2,1,life_sciences,unknown,1,female,87.0,3,2,healthcare_representative,4,unknown,24483,1,unknown,19,4,1,0,4.0,6,1,3,1994,true,3.0,6.0,8853.0
no,unknown,118.0,14,2,life_sciences,"1598,0",4,male,84.0,3,2,sales_executive,1,married,11262,1,no,15,3,1,2,3.0,5,1,2,1983,yes,3.0,5.0,4848.0
no,unknown,990.0,27,3,unknown,"1599,0",4,female,87.0,4,1,laboratory_technician,2,divorced,5855,5,unknown,12,3,1,0,3.0,6,0,2,1980,no,3.0,9.078055149603932,4876.0
no,unknown,241.0,7,3,unknown,"1609,0",2,female,48.0,2,1,research_scientist,2,unknown,5348,1,no,12,2,1,3,2.0,6,1,1,1993,yes,3.0,6.0,2141.0
no,unknown,798.0,2,2,unknown,"1638,0",4,male,54.0,2,3,manufacturing_director,3,unknown,14199,3,unknown,19,4,1,6,4.0,5,0,2,1985,true,3.0,10.0,7756.0
no,travel_rarely,1470.0,10,3,unknown,"1640,0",2,male,71.0,3,1,research_scientist,2,married,9953,1,unknown,11,1,1,2,1.0,8,7,7,1986,false,3.0,8.0,3936.0
no,travel_rarely,492.0,12,3,medical,unknown,4,female,66.0,3,2,manufacturing_director,2,unknown,7693,4,no,21,3,0,3,3.0,5,1,0,1984,yes,4.0,11.32083555609988,4318.6
no,travel_rarely,1040.0,11,2,life_sciences,"1664,0",11,female,79.0,4,2,healthcare_representative,1,divorced,26308,6,no,20,1,1,3,3.0,5,0,4,1987,yes,4.0,13.0,6842.0
yes,travel_rarely,1320.0,8,1,medical,"1684,0",4,female,93.0,2,1,laboratory_technician,3,single,20586,1,unknown,11,1,0,2,3.0,5,1,2,2000,yes,3.1543899906826516,5.0,3989.0
no,unknown,146.0,2,4,unknown,"1704,0",1,female,79.0,2,1,research_scientist,4,unknown,13970,0,yes,14,3,0,2,4.0,5,1,4,1988,yes,3.0,6.0,4930.0
no,travel_frequently,163.0,24,1,technical_degree,"1736,0",4,male,30.0,3,2,manufacturing_director,4,single,6670,2,unknown,20,4,0,3,2.0,5,1,4,1992,yes,4.0,9.0,7582.8
no,travel_rarely,1153.0,6,2,other,"1782,0",4,male,40.0,2,1,laboratory_technician,3,married,16376,1,no,11,2,1,3,3.0,5,0,4,1985,true,3.0,5.0,3702.0
no,unknown,185.0,23,4,medical,"1826,0",2,female,91.0,1,1,laboratory_technician,3,married,9696,0,unknown,16,2,1,2,4.0,5,0,3,1988,yes,3.1565956660026506,6.0,2705.0
no,unknown,750.0,12,3,unknown,unknown,2,male,47.0,3,2,healthcare_representative,1,unknown,10748,2,unknown,12,2,1,3,3.0,7,7,7,1983,yes,3.0,15.0,4448.0
no,travel_frequently,1297.0,48,2,unknown,"1850,0",48,male,66.0,3,1,laboratory_technician,4,single,19826,0,yes,14,3,0,3,2.0,5,0,2,1996,true,3.0,6.0,2379.0
