Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,Attrition_numeric
29,yes,,121.0,,27,3,marketing,"283,0",2,male,35.0,3,3,sales_executive,4,married,7639.0,24525,1,,22,4.0,4,3,10.0,3,2.0,10,1,9,1994,yes,
31,no,non_travel,,research_and_development,1,4,medical,"308,0",3,female,90.0,1,2,manufacturing_director,3,,,4381,0,,12,3.0,4,1,6.0,2,3.0,5,1,4,1992,yes,
33,yes,,813.0,,14,3,,"325,0",3,female,58.0,3,1,laboratory_technician,4,married,,22149,5,yes,13,3.0,3,1,8.0,2,1.0,5,0,4,1990,no,
31,yes,,307.0,,29,2,,"355,0",3,female,71.0,2,1,laboratory_technician,2,,,11652,0,no,11,3.0,2,0,,2,4.0,5,1,4,1992,yes,
37,no,,228.0,,6,4,,"378,0",3,female,,3,2,sales_executive,4,,6502.0,22825,4,no,14,3.0,2,1,,5,4.0,5,0,1,1986,yes,
50,no,,797.0,research_and_development,4,1,,,1,female,96.0,3,5,research_director,2,divorced,,15815,3,no,14,3.0,1,2,28.0,4,2.0,10,1,6,1973,no,
42,no,travel_frequently,555.0,,26,3,,,3,male,77.0,3,4,sales_executive,2,married,13525.0,14864,5,,14,3.0,4,1,,2,,20,4,8,1981,yes,
27,no,,1377.0,,2,3,,,4,female,74.0,3,2,sales_executive,3,,,5242,1,yes,11,3.0,1,0,5.0,3,3.0,5,0,4,1996,yes,
27,no,non_travel,210.0,,1,1,marketing,"449,0",3,female,73.0,3,2,sales_executive,2,,6349.0,22107,0,yes,13,3.0,4,1,,0,,5,1,4,1996,yes,
41,no,travel_rarely,483.0,,6,3,,"466,0",4,female,,2,2,manufacturing_director,2,single,,10110,6,yes,15,3.0,4,0,,3,3.0,5,1,2,1982,yes,
37,no,travel_rarely,921.0,,10,3,medical,"486,0",3,male,98.0,3,1,laboratory_technician,1,,,17663,6,no,20,4.0,2,1,,3,3.0,5,0,3,1986,yes,
40,yes,,575.0,,22,2,,"492,0",22,female,68.0,2,2,sales_executive,3,,6380.0,6110,2,yes,12,3.0,1,2,8.0,6,3.0,6,1,0,1983,yes,
55,no,,1311.0,,2,3,,"505,0",3,male,97.0,3,4,manager,4,single,,23258,2,yes,13,3.0,3,0,,2,3.0,5,1,2,1968,no,
26,yes,travel_frequently,575.0,,3,1,,"510,0",3,female,73.0,3,1,research_scientist,1,,3102.0,6582,0,,22,4.0,3,0,,2,3.0,6,0,4,1997,yes,
40,no,travel_rarely,759.0,,2,2,marketing,,4,male,46.0,3,2,sales_executive,2,divorced,,22553,7,,12,3.0,3,2,,5,3.0,5,1,3,1983,yes,
25,no,,891.0,sales,4,2,,"527,0",2,male,99.0,2,2,sales_executive,4,single,,12090,1,yes,11,3.0,2,0,5.0,3,3.0,5,1,3,1998,no,
30,no,,1082.0,,12,3,,,2,male,83.0,3,2,sales_executive,3,single,,19558,0,no,11,,2,0,,6,3.0,5,4,4,1993,yes,
52,no,travel_rarely,319.0,,32,3,,,4,female,,2,3,manufacturing_director,3,married,,19609,2,,14,,3,0,,4,3.0,5,0,4,1971,no,
42,no,travel_frequently,532.0,,12,2,,"547,0",1,male,92.0,3,2,research_scientist,3,,4556.0,12932,2,no,11,3.0,2,1,19.0,3,3.0,5,0,2,1981,no,
30,no,travel_rarely,317.0,,2,3,life_sciences,"548,0",3,male,43.0,1,2,manufacturing_director,4,,,24793,2,no,20,4.0,3,0,11.0,2,3.0,5,0,2,1993,yes,
35,no,travel_rarely,144.0,,22,3,life_sciences,"577,0",4,female,46.0,1,1,laboratory_technician,3,single,4230.0,19225,0,no,15,3.0,3,0,,2,3.0,5,4,3,1988,no,
31,no,travel_rarely,688.0,,7,3,,,3,female,44.0,2,3,manager,4,divorced,,25291,9,,21,4.0,3,1,10.0,3,2.0,5,0,1,1992,yes,
35,no,travel_rarely,195.0,sales,1,3,,,1,male,80.0,3,2,sales_executive,3,single,4859.0,6698,1,,16,3.0,4,0,5.0,3,3.0,5,0,3,1988,yes,
25,no,,622.0,,13,1,,,2,female,40.0,3,1,sales_representative,3,,,26376,1,,11,3.0,3,0,7.0,1,3.0,7,0,6,1998,yes,
32,no,travel_rarely,646.0,,9,4,,"679,0",1,male,92.0,3,2,research_scientist,4,married,6322.0,18089,1,,12,3.0,4,1,6.0,2,,6,0,5,1991,no,
47,yes,,719.0,,27,2,life_sciences,"785,0",2,male,77.0,4,2,sales_executive,3,,,10339,4,yes,12,3.0,4,0,8.0,2,3.0,5,1,3,1976,no,
30,no,travel_frequently,1012.0,,5,4,life_sciences,"861,0",2,female,,2,1,research_scientist,4,divorced,,2373,9,no,12,3.0,2,1,10.0,3,2.0,5,0,3,1993,yes,
45,no,,930.0,,9,3,marketing,"864,0",4,female,74.0,3,3,sales_executive,1,divorced,10761.0,19239,4,yes,12,3.0,3,1,18.0,2,3.0,5,0,2,1978,no,
36,no,travel_rarely,1278.0,,8,3,life_sciences,"878,0",1,female,77.0,2,1,human_resources,1,,,8635,0,,21,4.0,3,0,,3,3.0,5,0,3,1987,yes,
31,no,,1222.0,,11,4,,"895,0",4,female,48.0,3,1,research_scientist,4,,,14871,3,,19,3.0,2,1,,2,3.0,6,0,2,1992,yes,
37,no,travel_frequently,1231.0,,21,2,medical,"900,0",3,male,54.0,3,1,sales_representative,4,married,2973.0,21222,5,,15,3.0,2,1,,3,3.0,5,0,0,1986,no,
39,no,travel_rarely,1383.0,,2,3,life_sciences,,4,male,42.0,2,2,human_resources,4,,5204.0,7790,8,no,11,3.0,3,2,13.0,2,3.0,5,0,4,1984,no,
42,no,,462.0,,14,2,,"936,0",3,male,68.0,2,2,sales_executive,3,,,7824,7,,17,3.0,1,0,,6,3.0,5,0,3,1981,yes,
30,no,travel_rarely,231.0,,8,2,,,3,female,62.0,3,3,sales_executive,3,,,9977,5,no,11,3.0,1,1,,2,4.0,8,7,7,1993,no,
50,no,,,,1,2,medical,"997,0",4,female,66.0,3,4,research_director,4,divorced,17399.0,6615,9,no,22,,3,1,32.0,1,2.0,5,1,3,1973,yes,
59,no,travel_rarely,1089.0,sales,1,2,,"1048,0",2,female,66.0,3,3,manager,4,,,11038,3,yes,14,3.0,3,1,14.0,1,1.0,6,0,4,1964,yes,
54,no,,1082.0,,2,4,life_sciences,,3,male,41.0,2,3,sales_executive,3,married,,8392,6,no,11,3.0,2,1,13.0,4,3.0,9,7,0,1969,yes,
56,no,,1240.0,,9,3,medical,"1071,0",1,male,63.0,3,1,research_scientist,3,married,,12154,2,no,19,3.0,2,1,18.0,4,3.0,5,0,3,1967,no,
48,no,,1262.0,,1,4,,"1116,0",1,female,35.0,4,4,manager,4,single,16885.0,16154,2,no,22,,3,0,,3,2.0,5,2,1,1975,yes,
39,no,,439.0,research_and_development,9,3,life_sciences,"1132,0",3,female,70.0,3,2,laboratory_technician,2,single,,8770,9,no,15,3.0,3,0,9.0,2,2.0,5,0,3,1984,no,
35,no,travel_rarely,528.0,,8,4,technical_degree,,3,female,100.0,3,1,human_resources,3,,4323.0,7108,1,no,17,3.0,2,0,6.0,2,1.0,5,1,4,1988,yes,
42,no,travel_rarely,647.0,sales,4,4,marketing,"1171,0",2,female,45.0,3,2,sales_executive,1,single,5155.0,2253,7,no,13,3.0,4,0,,3,,6,1,5,1981,no,
44,yes,,1097.0,,10,4,,"1200,0",3,female,96.0,3,1,research_scientist,3,single,2936.0,10826,1,yes,11,3.0,3,0,6.0,4,3.0,6,0,2,1979,no,
29,no,travel_rarely,942.0,,15,1,,"1202,0",2,male,69.0,1,1,research_scientist,4,married,,26933,0,yes,18,,1,1,6.0,2,2.0,5,1,3,1994,no,
33,no,,147.0,,2,3,human_resources,,2,female,99.0,3,1,human_resources,3,,,8429,1,no,13,3.0,4,1,5.0,2,3.0,5,1,4,1990,yes,
54,no,travel_frequently,966.0,,1,4,,"1245,0",4,male,53.0,3,3,manufacturing_director,3,,,9659,7,no,17,3.0,1,1,33.0,2,1.0,5,1,4,1969,no,
46,no,,168.0,sales,4,2,,"1280,0",4,male,33.0,2,5,manager,2,married,18789.0,9946,2,,14,3.0,3,1,,2,3.0,11,0,8,1977,yes,
30,no,non_travel,,,9,2,medical,,3,male,72.0,3,2,manufacturing_director,3,single,,12858,7,yes,18,,3,0,10.0,3,3.0,8,1,7,1993,yes,
32,yes,travel_rarely,1089.0,,7,2,life_sciences,"1309,0",4,female,79.0,3,2,laboratory_technician,3,,4883.0,22845,1,,18,3.0,1,1,,3,3.0,10,1,1,1991,yes,
40,yes,,299.0,,25,4,,,4,female,57.0,2,3,sales_executive,2,single,,17235,2,yes,12,3.0,3,0,9.0,2,3.0,5,1,0,1983,yes,
34,no,non_travel,999.0,,26,1,,"1374,0",1,male,92.0,2,1,research_scientist,3,divorced,2029.0,15891,1,no,20,4.0,3,3,5.0,2,3.0,5,0,0,1989,yes,
39,no,travel_rarely,1498.0,sales,21,4,,"1390,0",1,female,44.0,2,2,sales_executive,4,married,,3567,3,,12,3.0,4,2,8.0,2,4.0,5,1,4,1984,no,
37,no,,1439.0,,4,1,,,3,female,54.0,3,1,research_scientist,3,married,2996.0,5182,7,yes,15,3.0,4,0,8.0,2,3.0,6,1,3,1986,no,
33,no,,1111.0,sales,41,1,life_sciences,"1395,0",41,female,61.0,3,2,sales_executive,4,married,,19293,6,,13,3.0,1,0,8.0,2,4.0,5,1,2,1990,yes,
39,no,non_travel,1485.0,research_and_development,25,2,,"1397,0",3,female,71.0,3,3,healthcare_representative,3,,,3449,3,no,21,4.0,2,1,13.0,2,3.0,6,0,5,1984,no,
52,no,travel_rarely,258.0,,8,4,other,"1409,0",3,male,54.0,3,1,laboratory_technician,1,married,,17363,9,no,13,,3,0,12.0,2,1.0,5,0,4,1971,yes,
36,no,,1174.0,,3,4,,"1425,0",1,male,99.0,3,2,sales_executive,2,single,9278.0,20763,3,yes,16,3.0,4,0,15.0,3,3.0,5,0,1,1987,yes,
36,no,,172.0,,47,4,life_sciences,"1435,0",47,female,,2,2,laboratory_technician,4,single,,22604,1,,16,3.0,3,0,10.0,2,2.0,10,1,8,1987,yes,
24,no,travel_rarely,,,4,1,,"1445,0",4,male,42.0,3,2,sales_executive,3,married,4162.0,15211,1,yes,12,3.0,3,2,,3,3.0,5,0,3,1999,yes,
34,no,travel_rarely,401.0,,1,3,life_sciences,,4,male,86.0,2,1,laboratory_technician,2,,,3708,5,no,17,3.0,1,1,7.0,2,2.0,5,0,2,1989,no,
28,no,,866.0,sales,5,3,,"1469,0",4,female,,3,2,sales_executive,1,single,,23490,0,,18,3.0,4,0,,4,3.0,5,1,3,1995,yes,
33,no,travel_rarely,1099.0,research_and_development,4,4,medical,,1,male,82.0,2,1,laboratory_technician,2,,,8192,8,no,11,3.0,4,0,8.0,5,3.0,5,0,2,1990,yes,
47,no,travel_rarely,571.0,,14,3,medical,"1503,0",3,male,,3,2,sales_executive,3,married,,24200,3,,17,3.0,3,1,,4,2.0,5,1,2,1976,yes,
40,yes,,676.0,,9,4,life_sciences,"1534,0",4,female,86.0,3,1,laboratory_technician,1,single,,21831,3,,14,3.0,2,0,15.0,3,1.0,5,1,0,1983,no,
45,no,travel_rarely,950.0,,49,3,technical_degree,"1546,0",49,female,97.0,3,1,research_scientist,4,married,,4585,4,no,20,4.0,4,1,,3,3.0,5,0,3,1978,yes,
40,no,travel_rarely,1342.0,,9,2,,"1548,0",1,female,47.0,3,2,sales_executive,1,,,19345,0,,12,3.0,4,0,,5,4.0,8,7,1,1983,yes,
29,no,,995.0,,2,1,life_sciences,,1,female,87.0,3,2,healthcare_representative,4,,8853.0,24483,1,,19,3.0,4,1,6.0,0,4.0,6,1,3,1994,yes,
40,no,,118.0,,14,2,life_sciences,"1598,0",4,male,84.0,3,2,sales_executive,1,married,,11262,1,no,15,3.0,3,1,5.0,2,3.0,5,1,2,1983,yes,
43,no,,990.0,,27,3,,"1599,0",4,female,87.0,4,1,laboratory_technician,2,divorced,4876.0,5855,5,,12,3.0,3,1,,0,,6,0,2,1980,no,
30,no,,241.0,,7,3,,"1609,0",2,female,48.0,2,1,research_scientist,2,,2141.0,5348,1,no,12,3.0,2,1,6.0,3,2.0,6,1,1,1993,yes,
38,no,,,research_and_development,2,2,,"1638,0",4,male,54.0,2,3,manufacturing_director,3,,7756.0,14199,3,,19,3.0,4,1,10.0,6,4.0,5,0,2,1985,yes,
37,no,travel_rarely,1470.0,research_and_development,10,3,,"1640,0",2,male,71.0,3,1,research_scientist,2,married,3936.0,9953,1,,11,3.0,1,1,8.0,2,1.0,8,7,7,1986,no,
39,no,travel_rarely,492.0,,12,3,medical,,4,female,66.0,3,2,manufacturing_director,2,,,7693,4,no,21,4.0,3,0,,3,3.0,5,1,0,1984,yes,
36,no,travel_rarely,1040.0,research_and_development,11,2,life_sciences,"1664,0",11,female,79.0,4,2,healthcare_representative,1,divorced,6842.0,26308,6,no,20,4.0,1,1,13.0,3,3.0,5,0,4,1987,yes,
23,yes,travel_rarely,1320.0,,8,1,medical,"1684,0",4,female,93.0,2,1,laboratory_technician,3,single,3989.0,20586,1,,11,,1,0,5.0,2,3.0,5,1,2,2000,yes,
35,no,,146.0,,2,4,,"1704,0",1,female,79.0,2,1,research_scientist,4,,4930.0,13970,0,yes,14,3.0,3,0,6.0,2,4.0,5,1,4,1988,yes,
31,no,travel_frequently,163.0,,24,1,technical_degree,"1736,0",4,male,30.0,3,2,manufacturing_director,4,single,,6670,2,,20,4.0,4,0,9.0,3,2.0,5,1,4,1992,yes,
38,no,travel_rarely,1153.0,research_and_development,6,2,other,"1782,0",4,male,40.0,2,1,laboratory_technician,3,married,3702.0,16376,1,no,11,3.0,2,1,5.0,3,3.0,5,0,4,1985,yes,
35,no,,185.0,,23,4,medical,"1826,0",2,female,91.0,1,1,laboratory_technician,3,married,2705.0,9696,0,,16,,2,1,6.0,2,4.0,5,0,3,1988,yes,
40,no,,750.0,,12,3,,,2,male,47.0,3,2,healthcare_representative,1,,4448.0,10748,2,,12,3.0,2,1,15.0,3,3.0,7,7,7,1983,yes,
27,no,travel_frequently,1297.0,research_and_development,48,2,,"1850,0",48,male,,3,1,laboratory_technician,4,single,2379.0,19826,0,yes,14,3.0,3,0,6.0,3,2.0,5,0,2,1996,yes,
41,no,,337.0,,8,3,,"1909,0",3,male,54.0,3,2,sales_executive,2,,,26841,5,no,21,4.0,3,1,14.0,3,3.0,5,1,4,1982,yes,
33,no,travel_rarely,217.0,,15,4,marketing,"1924,0",2,female,43.0,3,2,sales_executive,3,single,5487.0,10410,1,no,14,3.0,2,0,,2,2.0,10,0,9,1990,no,
49,no,,1064.0,,2,1,life_sciences,"1941,0",2,female,42.0,3,5,research_director,4,married,,13738,3,no,15,3.0,4,0,28.0,3,3.0,5,4,3,1974,no,
36,no,non_travel,1351.0,,9,4,,"1949,0",1,female,66.0,4,1,laboratory_technician,2,,2810.0,9238,1,no,22,4.0,2,0,5.0,3,3.0,5,0,2,1987,yes,
41,no,,930.0,,3,3,life_sciences,,3,female,57.0,2,2,sales_executive,2,divorced,8938.0,12227,2,,11,3.0,3,1,14.0,5,3.0,5,0,4,1982,no,
31,no,non_travel,,,5,3,medical,,2,female,74.0,3,2,manufacturing_director,1,,9936.0,3787,0,no,19,3.0,2,0,10.0,2,3.0,9,1,7,1992,yes,
36,yes,travel_rarely,1218.0,,9,4,life_sciences,"27,0",3,female,82.0,2,1,sales_representative,1,single,,6986,7,no,23,4.0,2,0,,4,,5,0,3,1987,no,
43,no,travel_rarely,1273.0,,2,2,medical,"46,0",4,male,72.0,4,1,research_scientist,3,,,21923,1,no,12,3.0,4,2,6.0,3,2.0,5,1,4,1980,no,
33,no,travel_frequently,1141.0,,18,3,life_sciences,"52,0",18,male,42.0,4,2,sales_executive,1,married,,3193,2,no,19,,1,2,,3,3.0,5,1,3,1990,no,
44,no,,1488.0,sales,1,5,marketing,"68,0",2,male,75.0,3,2,sales_executive,1,,5454.0,4009,5,,21,4.0,3,1,9.0,2,2.0,4,1,3,1979,no,
38,no,,653.0,,29,5,life_sciences,"79,0",4,male,50.0,3,2,laboratory_technician,4,single,,5456,1,no,11,3.0,4,0,10.0,2,3.0,10,9,9,1985,yes,
50,no,,989.0,,7,2,medical,"80,0",2,male,43.0,2,5,research_director,3,divorced,18740.0,16701,5,,12,,4,1,,2,2.0,27,13,8,1973,no,
59,no,travel_frequently,1225.0,,1,1,,"91,0",1,male,57.0,2,2,sales_executive,3,single,5473.0,24668,7,no,11,,4,0,20.0,2,2.0,4,1,3,1964,no,
40,no,travel_frequently,530.0,,1,4,life_sciences,"119,0",3,female,78.0,2,4,healthcare_representative,2,married,13503.0,14115,1,no,22,4.0,4,1,22.0,3,2.0,22,11,11,1983,no,
54,no,travel_rarely,1217.0,,2,4,technical_degree,"126,0",1,male,60.0,3,3,research_director,3,,13549.0,24001,9,no,12,3.0,1,1,16.0,5,1.0,4,0,3,1969,no,
50,no,,,,47,3,,,1,male,73.0,3,5,research_director,2,,18172.0,9755,3,yes,19,3.0,1,0,28.0,1,2.0,8,0,7,1973,yes,
54,no,non_travel,142.0,,26,3,,"148,0",4,male,,4,4,manager,4,single,,13871,2,,12,,3,0,,3,3.0,5,4,4,1969,yes,
24,no,,1127.0,,18,1,life_sciences,"150,0",2,female,52.0,3,1,laboratory_technician,3,married,2774.0,13257,0,no,12,3.0,3,1,,2,3.0,5,1,2,1999,yes,
37,no,travel_rarely,1189.0,,3,3,life_sciences,,3,female,87.0,3,3,sales_executive,4,,,14506,2,no,12,3.0,1,0,,3,3.0,5,1,3,1986,yes,
30,no,travel_rarely,1427.0,,2,1,,"198,0",2,female,35.0,2,1,laboratory_technician,4,single,,11162,0,no,13,3.0,4,0,6.0,3,3.0,5,1,2,1993,yes,
34,no,travel_frequently,303.0,,10,4,,"216,0",10,male,75.0,3,1,sales_representative,3,,,11314,6,no,18,3.0,4,1,,3,3.0,4,1,2,1989,no,
57,no,travel_rarely,334.0,research_and_development,24,2,,,3,female,83.0,4,3,healthcare_representative,4,divorced,9439.0,23402,3,,16,3.0,2,1,12.0,2,1.0,5,1,4,1966,yes,
38,no,travel_rarely,702.0,,1,4,life_sciences,"230,0",1,male,,2,2,sales_executive,4,single,,12930,4,,22,,3,0,12.0,2,4.0,8,0,7,1985,no,
41,yes,travel_rarely,,,20,2,marketing,,2,male,70.0,3,1,sales_representative,2,,,21728,1,yes,22,4.0,4,0,4.0,5,2.0,4,0,2,1982,yes,
42,no,,926.0,,21,2,,"270,0",3,male,36.0,3,2,manufacturing_director,3,divorced,5265.0,16439,2,,16,3.0,2,1,11.0,5,3.0,5,0,2,1981,no,
34,no,,878.0,,10,4,,"277,0",4,female,43.0,3,1,research_scientist,3,divorced,3815.0,5972,1,yes,17,3.0,4,1,,4,4.0,5,2,0,1989,yes,
30,yes,,334.0,,26,4,,"299,0",3,male,52.0,2,2,sales_executive,1,,,22967,5,,15,3.0,3,0,9.0,5,2.0,6,0,1,1993,yes,
29,yes,travel_rarely,896.0,,13,1,medical,"315,0",13,female,86.0,2,1,research_scientist,4,single,2389.0,14961,1,,13,3.0,3,0,4.0,3,,4,0,1,1994,yes,
32,no,,1401.0,,4,2,,"330,0",3,male,56.0,3,1,sales_representative,2,married,,20990,2,no,11,,1,1,,5,3.0,4,1,2,1991,no,
25,no,,675.0,,5,2,life_sciences,"369,0",2,female,85.0,4,2,healthcare_representative,1,,4000.0,18384,1,no,12,3.0,4,2,6.0,2,3.0,6,1,5,1998,yes,
53,no,,1070.0,,3,4,,"386,0",3,female,45.0,3,4,research_director,3,married,17584.0,21016,3,yes,16,3.0,4,3,21.0,5,2.0,5,1,3,1970,yes,
26,no,,496.0,research_and_development,11,2,medical,"390,0",1,female,60.0,3,2,healthcare_representative,1,married,,22722,1,,13,3.0,3,1,5.0,3,3.0,5,3,3,1997,yes,
28,no,,1117.0,,8,2,,,4,male,66.0,3,1,research_scientist,4,,,4488,1,no,21,4.0,4,0,,3,3.0,5,0,2,1995,yes,
28,no,travel_rarely,1476.0,,16,2,medical,"412,0",2,female,68.0,4,2,healthcare_representative,1,single,5661.0,4824,0,,19,3.0,3,0,9.0,2,3.0,8,0,7,1995,yes,
58,no,,390.0,research_and_development,1,4,life_sciences,"422,0",4,female,32.0,1,2,healthcare_representative,3,divorced,,17056,2,yes,13,3.0,4,1,,2,3.0,5,1,2,1965,yes,
27,no,travel_rarely,1220.0,,5,3,,"434,0",3,male,85.0,3,1,research_scientist,2,single,,20938,1,,12,3.0,2,0,4.0,2,,4,1,2,1996,yes,
54,no,travel_frequently,928.0,,20,4,life_sciences,"450,0",4,male,31.0,3,2,research_scientist,3,,4869.0,16885,3,,12,,4,0,20.0,4,2.0,4,0,3,1969,no,
29,no,non_travel,746.0,,2,3,life_sciences,"469,0",4,female,61.0,3,2,sales_executive,3,,4649.0,16928,1,,14,,1,1,,3,2.0,4,0,2,1994,yes,
50,no,travel_rarely,1046.0,,10,3,,"491,0",4,female,100.0,2,3,healthcare_representative,4,,10496.0,2755,6,no,15,3.0,4,0,20.0,2,3.0,4,1,3,1973,no,
24,yes,travel_rarely,1448.0,,1,1,technical_degree,"554,0",1,male,62.0,3,1,sales_representative,2,single,,21972,1,yes,16,3.0,2,0,6.0,4,3.0,5,1,4,1999,yes,
34,no,,1303.0,,2,4,,"579,0",4,female,62.0,2,1,research_scientist,3,,2768.0,8416,3,,12,3.0,3,1,14.0,3,3.0,7,5,7,1989,yes,
33,yes,travel_rarely,587.0,,10,1,,,1,female,38.0,1,1,laboratory_technician,4,divorced,3408.0,6705,7,no,13,3.0,1,3,8.0,2,3.0,4,1,3,1990,no,
36,no,non_travel,635.0,,30,4,medical,"592,0",2,female,32.0,3,3,sales_executive,4,single,,15318,1,,14,3.0,4,0,,3,2.0,10,9,7,1987,yes,
41,no,non_travel,267.0,sales,10,2,,"599,0",4,female,,3,2,sales_executive,4,single,,13430,7,no,14,3.0,4,0,,3,3.0,14,1,10,1982,yes,
39,no,travel_frequently,443.0,,8,1,,,3,male,48.0,3,1,laboratory_technician,3,married,3755.0,17872,1,no,11,3.0,1,1,,3,3.0,8,0,7,1984,yes,
26,no,travel_rarely,703.0,,28,2,marketing,"641,0",1,female,66.0,3,2,sales_executive,2,married,,7428,1,,20,4.0,4,2,,5,4.0,5,1,4,1997,yes,
24,yes,travel_frequently,1287.0,research_and_development,7,3,,,1,male,55.0,3,1,laboratory_technician,3,,,14168,1,,16,3.0,4,1,6.0,4,3.0,6,1,2,1999,yes,
27,no,,798.0,research_and_development,6,4,,"655,0",1,male,66.0,2,1,research_scientist,3,divorced,2187.0,5013,0,no,12,3.0,3,2,6.0,5,2.0,5,0,3,1996,yes,
27,yes,travel_rarely,1420.0,,2,1,marketing,"667,0",3,female,85.0,3,1,sales_representative,1,divorced,,16346,0,no,11,3.0,2,1,5.0,3,3.0,4,0,2,1996,yes,
50,yes,,562.0,sales,8,2,technical_degree,,2,female,50.0,3,2,sales_executive,3,married,,23452,3,,14,3.0,1,1,18.0,4,3.0,4,1,3,1973,no,
23,no,travel_rarely,650.0,,49,1,,"758,0",2,female,37.0,3,1,laboratory_technician,1,,,4344,1,no,14,3.0,4,1,5.0,2,4.0,4,0,2,2000,yes,
39,no,travel_rarely,141.0,,24,3,,"760,0",3,male,44.0,4,2,human_resources,2,,,18767,9,,15,3.0,3,1,,3,1.0,8,3,6,1984,no,
52,no,non_travel,715.0,,19,4,medical,"791,0",4,female,41.0,3,1,research_scientist,4,,4258.0,26589,0,no,18,3.0,1,1,,3,3.0,4,1,2,1971,yes,
26,yes,,,,8,3,,"796,0",4,female,,2,2,sales_executive,1,single,5326.0,3064,6,no,17,3.0,3,0,,2,2.0,4,1,2,1997,yes,
54,no,,376.0,,19,4,,"799,0",4,male,,3,2,manufacturing_director,1,divorced,5485.0,22670,9,yes,11,,2,2,,4,3.0,5,1,4,1969,yes,
37,no,travel_rarely,571.0,,10,1,life_sciences,,4,male,82.0,3,1,research_scientist,1,divorced,2782.0,19905,0,yes,13,3.0,2,2,,3,2.0,5,4,3,1986,no,
50,no,travel_rarely,691.0,research_and_development,2,3,,"815,0",3,female,64.0,3,4,research_director,3,,17639.0,6881,5,,16,3.0,4,0,,3,3.0,4,0,3,1973,no,
42,no,,932.0,,1,2,life_sciences,"827,0",4,male,43.0,2,2,manufacturing_director,4,married,6062.0,4051,9,,13,3.0,4,1,8.0,4,3.0,4,0,2,1981,no,
38,no,travel_frequently,471.0,research_and_development,12,3,,,1,female,45.0,2,2,healthcare_representative,1,,6288.0,4284,2,,15,3.0,3,1,,3,2.0,4,1,2,1985,no,
25,no,travel_rarely,180.0,,2,1,medical,,1,female,65.0,4,1,research_scientist,1,single,3424.0,21632,7,no,13,3.0,3,0,,3,2.0,4,0,1,1998,no,
32,no,,638.0,,8,2,,"865,0",3,male,91.0,4,2,research_scientist,3,married,,22162,5,,12,3.0,3,1,9.0,3,2.0,5,1,3,1991,yes,
25,no,,141.0,,3,1,,,3,female,98.0,3,2,sales_executive,1,,4194.0,14363,1,yes,18,3.0,4,0,5.0,3,3.0,5,0,3,1998,yes,
42,no,,1265.0,,3,3,,"894,0",3,male,95.0,4,2,laboratory_technician,4,married,,23726,2,yes,13,3.0,2,1,17.0,1,2.0,5,1,3,1981,yes,
33,no,,1075.0,,3,2,human_resources,,4,female,57.0,3,1,human_resources,2,divorced,,22650,3,yes,11,3.0,3,1,,4,4.0,4,0,3,1990,no,
29,no,travel_rarely,1086.0,,7,1,medical,,1,male,62.0,2,1,laboratory_technician,4,,2532.0,6054,6,no,14,3.0,3,3,8.0,5,3.0,4,0,3,1994,no,
38,no,non_travel,152.0,,10,3,,"983,0",3,male,85.0,3,2,sales_executive,4,,5666.0,19899,1,yes,13,3.0,2,0,6.0,1,3.0,5,1,3,1985,yes,
45,no,travel_rarely,974.0,research_and_development,1,4,,"996,0",4,male,91.0,3,1,laboratory_technician,4,divorced,,11005,3,no,14,,4,2,8.0,2,3.0,5,0,2,1978,no,
31,no,travel_frequently,853.0,,1,1,,"1011,0",3,male,,3,2,manufacturing_director,1,,,11275,1,no,12,3.0,3,1,4.0,1,3.0,4,0,3,1992,no,
22,no,,217.0,research_and_development,8,1,life_sciences,"1019,0",2,female,94.0,1,1,laboratory_technician,1,,,6881,1,,15,3.0,1,1,4.0,3,2.0,4,1,1,2001,yes,
59,no,travel_rarely,715.0,,2,3,,"1032,0",3,male,69.0,2,4,manufacturing_director,4,,13726.0,21829,3,,13,3.0,1,0,,4,3.0,5,4,3,1964,no,
45,no,,1234.0,sales,11,2,,"1045,0",4,male,90.0,3,4,manager,4,married,,5404,3,no,13,3.0,2,1,26.0,4,4.0,9,1,1,1978,no,
45,no,travel_rarely,788.0,,24,4,,"1049,0",2,female,36.0,3,1,human_resources,2,,,8318,1,no,16,3.0,1,0,,3,3.0,6,0,4,1978,yes,
37,no,travel_rarely,124.0,,3,3,,,4,male,35.0,3,2,healthcare_representative,2,,4107.0,13848,3,no,15,3.0,1,0,8.0,3,2.0,4,0,1,1986,yes,
26,no,,921.0,,26,1,medical,"1068,0",1,male,66.0,2,1,research_scientist,3,,,25265,1,no,13,3.0,3,2,,5,3.0,5,1,3,1997,no,
